"THEME","TABLES WITHIN THEMES","FIELD NAME WITHIN SAPS TABLES","DESCRIPTION OF FIELD"
,,"T10_1_NSM","Not Stated (Males)"
,,"T10_1_TM","Total (Males)"
,,"T10_1_LT15F","Under 15 (Females)"
,,"T10_1_15F","Age 15 (Females)"
,,"T10_1_16F","Age 16 (Females)"
,,"T10_1_17F","Age 17 (Females)"
,,"T10_1_18F","Age 18 (Females)"
,,"T10_1_19F","Age 19 (Females)"
,,"T10_1_20F","Age 20 (Females)"
,,"T10_1_GE21F","21 and Over (Females)"
,,"T10_1_NSF","Not Stated (Females)"
,,"T10_1_TF","Total (Females)"
,,"T10_1_LT15T","Under 15 (Total)"
,,"T10_1_15T","Age 15 (Total)"
,,"T10_1_16T","Age 16 (Total)"
,,"T10_1_17T","Age 17 (Total)"
,,"T10_1_18T","Age 18 (Total)"
,,"T10_1_19T","Age 19 (Total)"
,,"T10_1_20T","Age 20 (Total)"
,,"T10_1_GE21T","21 and Over (Total)"
,,"T10_1_NST","Not Stated (Total)"
,,"T10_1_TT","Total (Total)"
"Theme 10 Education","Table 2","T10_2_SASM","Still At School (Males)"
,"Population aged 15 years and over whose education has not ceased","T10_2_OTHM","Other (Males)"
,,"T10_2_SASF","Still At School (Females)"
,,"T10_2_OTHF","Other (Females)"
,,"T10_2_SAST","Still At School (Total)"
,,"T10_2_OTHT","Other (Total)"
"Theme 10 Education","Table 3","T10_3_EDUM","Education and teacher training (Males)"
,"Population aged 15 years and over by field of study ","T10_3_ARTM","Art (Males)"
,,"T10_3_HUMM","Humanities (Males)"
,,"T10_3_SOCM","Social sciences, Business and Law (Males)"
,,"T10_3_SCIM","Science, Mathematics and Computing (Males)"
,,"T10_3_ENGM","Engineering, Manufacturing and Construction (Males)"
,,"T10_3_AGRM","Agriculture and Veterinary (Males)"
,,"T10_3_HEAM","Health and Welfare (Males)"
,,"T10_3_SERM","Services (Males)"
,,"T10_3_OTHM","Other subjects (Males)"
,,"T10_3_NSM","Not Stated (Males)"
,,"T10_3_TM","Total (Males)"
,,"T10_3_EDUF","Education and teacher training (Females)"
,,"T10_3_ARTF","Art (Females)"
,,"T10_3_HUMF","Humanities (Females)"
,,"T10_3_SOCF","Social sciences, Business and Law (Females)"
,,"T10_3_SCIF","Science, Mathematics and Computing (Females)"
,,"T10_3_ENGF","Engineering, Manufacturing and Construction (Females)"
,,"T10_3_AGRF","Agriculture and Veterinary (Females)"
,,"T10_3_HEAF","Health and Welfare (Females)"
,,"T10_3_SERF","Services (Females)"
,,"T10_3_OTHF","Other subjects (Females)"
,,"T10_3_NSF","Not Stated (Females)"
,,"T10_3_TF","Total (Females)"
,,"T10_3_EDUT","Education and teacher training (Total)"
,,"T10_3_ARTT","Art (Total)"
,,"T10_3_HUMT","Humanities (Total)"
,,"T10_3_SOCT","Social sciences, Business and Law (Total)"
,,"T10_3_SCIT","Science, Mathematics and Computing (Total)"
,,"T10_3_ENGT","Engineering, Manufacturing and Construction (Total)"
,,"T10_3_AGRT","Agriculture and Veterinary (Total)"
,,"T10_3_HEAT","Health and Welfare (Total)"
,,"T10_3_SERT","Services (Total)"
,,"T10_3_OTHT","Other subjects (Total)"
,,"T10_3_NST","Not Stated (Total)"
,,"T10_3_TT","Total (Total)"
"Theme 10 Education","Table 4","T10_4_NFM","No Formal Education (Males)"
,"Population aged 15 years and over by sex and highest level of education completed ","T10_4_PM","Primary Education (Males)"
,,"T10_4_LSM","Lower Secondary (Males)"
,,"T10_4_USM","Upper Secondary (Males)"
,,"T10_4_TVM","Technical or Vocational qualification (Males)"
,,"T10_4_ACCAM","Advanced Certificate/Completed Apprenticeship (Males)"
,,"T10_4_HCM","Higher Certificate (Males)"
,,"T10_4_ODNDM","Ordinary Bachelor Degree or National Diploma (Males)"
,,"T10_4_HDPQM","Honours Bachelor Degree, Professional Qualification or both (Males)"
,,"T10_4_PDM","Postgraduate Diploma or Degree (Males)"
,,"T10_4_DM","Doctorate(Ph.D) or higher (Males)"
,,"T10_4_NSM","Not Stated (Males)"
,,"T10_4_TM","Total (Males)"
,,"T10_4_NFF","No Formal Education (Females)"
,,"T10_4_PF","Primary Education (Females)"
,,"T10_4_LSF","Lower Secondary (Females)"
,,"T10_4_USF","Upper Secondary (Females)"
,,"T10_4_TVF","Technical or Vocational qualification (Females)"
,,"T10_4_ACCAF","Advanced Certificate/Completed Apprenticeship (Females)"
,,"T10_4_HCF","Higher Certificate (Females)"
,,"T10_4_ODNDF","Ordinary Bachelor Degree or National Diploma (Females)"
,,"T10_4_HDPQF","Honours Bachelor Degree, Professional Qualification or both (Females)"
,,"T10_4_PDF","Postgraduate Diploma or Degree (Females)"
,,"T10_4_DF","Doctorate(Ph.D) or higher (Females)"
,,"T10_4_NSF","Not Stated (Females)"
,,"T10_4_TF","Total (Females)"
,,"T10_4_NFT","No Formal Education (Total)"
,,"T10_4_PT","Primary Education (Total)"
,,"T10_4_LST","Lower Secondary (Total)"
,,"T10_4_UST","Upper Secondary (Total)"
,,"T10_4_TVT","Technical or Vocational qualification (Total)"
,,"T10_4_ACCAT","Advanced Certificate/Completed Apprenticeship (Total)"
,,"T10_4_HCT","Higher Certificate (Total)"
,,"T10_4_ODNDT","Ordinary Bachelor Degree or National Diploma (Total)"
,,"T10_4_HDPQT","Honours Bachelor Degree, Professional Qualification or both (Total)"
,,"T10_4_PDT","Postgraduate Diploma or Degree (Total)"
,,"T10_4_DT","Doctorate(Ph.D) or higher (Total)"
,,"T10_4_NST","Not Stated (Total)"
,,"T10_4_TT","Total (Total)"
"Theme 11 Commuting ","Table 1","T11_1_F","On foot"
,"Population aged 5 years and over by means of travel to work, school or college","T11_1_BI","Bicycle"
,,"T11_1_BU","Bus, minibus or coach"
,,"T11_1_TDL","Train, DART or LUAS"
,,"T11_1_M","Motorcycle or scooter"
,,"T11_1_CD","Car driver"
,,"T11_1_CP","Car passenger"
,,"T11_1_V","Van"
,,"T11_1_OTH","Other"
,,"T11_1_NS","Not stated"
,,"T11_1_T","Total"
"Theme 11 Commuting ","Table 2","T11_2_T1","Before 06:30"
,"Population aged 5 years and over by time leaving home to travel to work, school or college ","T11_2_T2","06:30-07:00"
,,"T11_2_T3","07:01-07:30"
,,"T11_2_T4","07:31-08:00"
,,"T11_2_T5","08:01-08:30"
,,"T11_2_T6","08:31-09:00"
,,"T11_2_T7","09:01-09:30"
,,"T11_2_T8","After 09:30"
,,"T11_2_NS","Not stated"
,,"T11_2_T","Total"
"Theme 11 Commuting ","Table 2","T11_3_D1","Under 15 mins"
,"Population aged 5 years and over by journey time to work, school or college ","T11_3_D2","1/4 hour - under 1/2 hour"
,,"T11_3_D3","1/2 hour - under 3/4 hour"
,,"T11_3_D4","3/4 hour - under 1 hour"
,,"T11_3_D5","1 hour - under 1 1/2 hours"
,,"T11_3_D6","1 1/2 hours and over"
,,"T11_3_NS","Not stated"
,,"T11_3_T","Total"
"Theme 12 Disability, carers and general health","Table 1","T12_1AGE0_14","Age 0-14 years"
,"Persons with disability by age group","T12_1AGE15_24","Age 15-24 years"
,,"T12_1AGE25_44","Age 25-44 years"
,,"T12_1AGE45_64","Age 45-64 years"
,,"T12_1AGEGE65","Age 65+ years"
,,"T12_1AGET","Age Total"
"Theme 12 Disability, carers and general health","Table 2","T12_21_14M","1-14 Hours (Males)"
,"Carers by sex and number of unpaid hours per week","T12_215_28M","15-28 Hours (Males)"
,,"T12_229_42M","29-42 Hours (Males)"
,,"T12_2GE43M","43+ Hours (Males)"
,,"T12_2NSM","Not Stated (Males)"
,,"T12_2TM","Total (Males)"
,,"T12_21_14F","1-14 Hours (Females)"
,,"T12_215_28F","15-28 Hours (Females)"
,,"T12_229_42F","29-42 Hours (Females)"
,,"T12_2GE43F","43+ Hours (Females)"
,,"T12_2NSF","Not Stated (Females)"
,,"T12_2TF","Total (Females)"
"Theme 12 Disability, carers and general health","Table 3","T12_3VGM","Very Good (Males)"
,"Population by general health and sex","T12_3GM","Good (Males)"
,,"T12_3FM","Fair (Males)"
,,"T12_3BM","Bad (Males)"
,,"T12_3VBM","Very Bad (Males)"
,,"T12_3NSM","Not Stated (Males)"
,,"T12_3TM","Total (Males)"
,,"T12_3VGF","Very Good (Females)"
,,"T12_3GF","Good (Females)"
,,"T12_3FF","Fair (Females)"
,,"T12_3BF","Bad (Females)"
,,"T12_3VBF","Very Bad (Females)"
,,"T12_3NSF","Not Stated (Females)"
,,"T12_3TF","Total (Females)"
,,"T12_3VGT","Very Good (Total)"
,,"T12_3GT","Good (Total)"
,,"T12_3FT","Fair (Total)"
,,"T12_3BT","Bad (Total)"
,,"T12_3VBT","Very Bad (Total)"
,,"T12_3NST","Not Stated (Total)"
,,"T12_3TT","Total (Total)"
"Theme 13 Occupation","Table 1","T13_1_MDSOM","Managers, Directors and Senior Officials (Males)"
,"Persons at work or unemployed by occupation and sex","T13_1_POM","Professional Occupations (Males)"
,,"T13_1_APTOM","Associate Professional and Technical Occupations (Males)"
,,"T13_1_ASOM","Administrative and Secretarial Occupations (Males)"
,,"T13_1_STOM","Skilled Trades Occupations (Males)"
,,"T13_1_CLOSOM","Caring, Leisure and Other Service Occupations (Males)"
,,"T13_1_SCSOM","Sales and Customer Service Occupations (Males)"
,,"T13_1_PPMOM","Process, Plant and Machine Operatives (Males)"
,,"T13_1_EOM","Elementary Occupations (Males)"
,,"T13_1_NSM","Not stated (Males)"
,,"T13_1_TM","Total (Males)"
,,"T13_1_MDSOF","Managers, Directors and Senior Officials (Females)"
,,"T13_1_POF","Professional Occupations (Females)"
,,"T13_1_APTOF","Associate Professional and Technical Occupations (Females)"
,,"T13_1_ASOF","Administrative and Secretarial Occupations (Females)"
,,"T13_1_STOF","Skilled Trades Occupations (Females)"
,,"T13_1_CLOSOF","Caring, Leisure and Other Service Occupations (Females)"
,,"T13_1_SCSOF","Sales and Customer Service Occupations (Females)"
,,"T13_1_PPMOF","Process, Plant and Machine Operatives (Females)"
,,"T13_1_EOF","Elementary Occupations (Females)"
,,"T13_1_NSF","Not stated (Females)"
,,"T13_1_TF","Total (Females)"
,,"T13_1_MDSOT","Managers, Directors and Senior Officials (Total)"
,,"T13_1_POT","Professional Occupations (Total)"
,,"T13_1_APTOT","Associate Professional and Technical Occupations (Total)"
,,"T13_1_ASOT","Administrative and Secretarial Occupations (Total)"
,,"T13_1_STOT","Skilled Trades Occupations (Total)"
,,"T13_1_CLOSOT","Caring, Leisure and Other Service Occupations (Total)"
,,"T13_1_SCSOT","Sales and Customer Service Occupations (Total)"
,,"T13_1_PPMOT","Process, Plant and Machine Operatives (Total)"
,,"T13_1_EOT","Elementary Occupations (Total)"
,,"T13_1_NST","Not stated (Total)"
,,"T13_1_TT","Total (Total)"
"Theme 14 Industries","Table 1","T14_1_AFFM","Agriculture, forestry and fishing (Males)"
,"Persons at work by industry and sex","T14_1_BCM","Building and construction (Males)"
,,"T14_1_MIM","Manufacturing industries (Males)"
,,"T14_1_CTM","Commerce and trade (Males)"
,,"T14_1_TCM","Transport and communications (Males)"
,,"T14_1_PAM","Public administration (Males)"
,,"T14_1_PSM","Professional services (Males)"
,,"T14_1_OTHM","Other (Males)"
,,"T14_1_TM","Total (Males)"
,,"T14_1_AFFF","Agriculture, forestry and fishing (Females)"
,,"T14_1_BCF","Building and construction (Females)"
,,"T14_1_MIF","Manufacturing industries (Females)"
,,"T14_1_CTF","Commerce and trade (Females)"
,,"T14_1_TCF","Transport and communications (Females)"
,,"T14_1_PAF","Public administration (Females)"
,,"T14_1_PSF","Professional services (Females)"
,,"T14_1_OTHF","Other (Females)"
,,"T14_1_TF","Total (Females)"
"Theme 15 PC and Internet Access","Table 1","T15_1_NC","No motor car"
,"Number of households with cars","T15_1_1C","One motor car"
,,"T15_1_2C","Two motor cars"
,,"T15_1_3C","Three motor cars"
,,"T15_1_GE4C","Four or more motor cars"
"Theme 15 PC and Internet Access","Table 2","T15_2_Y","Yes"
,"Number of households with a personal computer","T15_2_N","No"
,,"T15_2_NS","Not Stated"
,,"T15_2_T","Total"
"Theme 15 PC and Internet Access","Table 3","T15_3_B","Broadband"
,"Number of households with internet","T15_3_OTH","Other"
,,"T15_3_N","No"
,,"T15_3_NS","Not Stated"
,,"T15_3_T","Total"
